Signal,Id,Type,DataType,Complex,Unit,Min,Max,Desc,Enum,instance
Vehicle.Cabin.Door.Row4.Left.IsChildLockActive,sensor,boolean,false,,,,Is door child lock engaged. True = Engaged. False = Disengaged.,,
Vehicle.Cabin.Door.Row4.Left.Shade,branch,,false,,,,Side window shade,,
Vehicle.Cabin.Door.Row4.Left.Shade.Switch,actuator,string,false,,,,Switch controlling sliding action such as window, sunroof, or blind.,['Inactive', 'Close', 'Open', 'OneShotClose', 'OneShotOpen'],
Vehicle.Cabin.Door.Row4.Left.Shade.Position,actuator,uint8,false,percent,0,100,Position of side window blind. 0 = Fully retracted. 100 = Fully deployed.,,
Vehicle.Cabin.Door.Row4.LeftCount,attribute,uint8,false,,,,Number of doors in vehicle,,
Vehicle.Cabin.Door.Row4.Right,branch,,false,,,,All doors, including windows and switches,,
Vehicle.Cabin.Door.Row4.Right.IsOpen,actuator,boolean,false,,,,Is door open or closed,,
Vehicle.Cabin.Door.Row4.Right.IsLocked,actuator,boolean,false,,,,Is door locked or unlocked. True = Locked. False = Unlocked.,,
Vehicle.Cabin.Door.Row4.Right.Window,branch,,false,,,,Door window status,,
Vehicle.Cabin.Door.Row4.Right.Window.isOpen,sensor,boolean,false,,,,Is door open or closed,,
Vehicle.Cabin.Door.Row4.Right.Window.Position,sensor,uint8,false,percent,0,100,Window position. 0 = Fully closed 100 = Fully opened.,,
Vehicle.Cabin.Door.Row4.Right.Window.ChildLock,sensor,boolean,false,,,,Is door child lock engaged. True = Engaged. False = Disengaged.,,
Vehicle.Cabin.Door.Row4.Right.Window.Switch,actuator,string,false,,,,Switch controlling sliding action such as window, sunroof, or blind.,['Inactive', 'Close', 'Open', 'OneShotClose', 'OneShotOpen'],
Vehicle.Cabin.Door.Row4.Right.IsChildLockActive,sensor,boolean,false,,,,Is door child lock engaged. True = Engaged. False = Disengaged.,,
Vehicle.Cabin.Door.Row4.Right.Shade,branch,,false,,,,Side window shade,,
Vehicle.Cabin.Door.Row4.Right.Shade.Switch,actuator,string,false,,,,Switch controlling sliding action such as window, sunroof, or blind.,['Inactive', 'Close', 'Open', 'OneShotClose', 'OneShotOpen'],
Vehicle.Cabin.Door.Row4.Right.Shade.Position,actuator,uint8,false,percent,0,100,Position of side window blind. 0 = Fully retracted. 100 = Fully deployed.,,
Vehicle.Cabin.Door.Row4.RightCount,attribute,uint8,false,,,,Number of doors in vehicle,,
Vehicle.Cabin.Seat,branch,,false,,,,All seats.,,
Vehicle.Cabin.Seat.Row1,branch,,false,,,,All seats.,,
Vehicle.Cabin.Seat.Row1.Pos1,branch,,false,,,,All seats.,,
Vehicle.Cabin.Seat.Row1.Pos1.HasPassenger,sensor,boolean,false,,,,Does the seat have a passenger in it.,,
Vehicle.Cabin.Seat.Row1.Pos1.Occupant,branch,,false,,,,Occupant data.,,
Vehicle.Cabin.Seat.Row1.Pos1.Occupant.Identifier,branch,,false,,,,Identifier attributes based on OAuth 2.0.,,
Vehicle.Cabin.Seat.Row1.Pos1.Occupant.Identifier.Subject,sensor,string,false,,,,Subject for the authentification of the occupant. E.g. UserID 7331677,,
Vehicle.Cabin.Seat.Row1.Pos1.Occupant.Identifier.Issuer,sensor,string,false,,,,Unique Issuer for the authentification of the occupant. E.g. https://accounts.funcorp.com,,
Vehicle.Cabin.Seat.Row1.Pos1.IsBelted,sensor,boolean,false,,,,Is the belt engaged.,,
Vehicle.Cabin.Seat.Row1.Pos1.Heating,sensor,int8,false,percent,-100,100,Seat cooling / heating. 0 = off. -100 = max cold. +100 = max heat,,
Vehicle.Cabin.Seat.Row1.Pos1.Massage,sensor,uint8,false,percent,0,100,Seat massage level. 0 = off. 100 = max massage.,,
Vehicle.Cabin.Seat.Row1.Pos1.Recline,sensor,int8,false,degrees,-90,90,Recline level. -90 = Max forward recline. 90 max backward recline,,
Vehicle.Cabin.Seat.Row1.Pos1.Position,sensor,uint16,false,mm,0,1000,Seat horizontal position. 0 = Frontmost. 1000 = Rearmost,,
Vehicle.Cabin.Seat.Row1.Pos1.Cushion,branch,,false,,,,Cushion signals.,,
Vehicle.Cabin.Seat.Row1.Pos1.Cushion.Height,sensor,uint16,false,mm,0,500,Height of the seat front. 0 = Lowermost. 500 = Uppermost.,,
Vehicle.Cabin.Seat.Row1.Pos1.Cushion.Length,sensor,uint16,false,mm,0,500,Forward length of cushion (leg support). 0 = Rearmost. 500 = Forwardmost.,,
Vehicle.Cabin.Seat.Row1.Pos1.Lumbar,branch,,false,,,,Lumbar signals,,
Vehicle.Cabin.Seat.Row1.Pos1.Lumbar.Inflation,sensor,uint8,false,,0,255,Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.,,
Vehicle.Cabin.Seat.Row1.Pos1.Lumbar.Height,sensor,uint8,false,,0,255,Lumbar support position. 0 = Lowermost. 255 = Uppermost.,,
Vehicle.Cabin.Seat.Row1.Pos1.SideBolster,branch,,false,,,,Side bolster settings,,
Vehicle.Cabin.Seat.Row1.Pos1.SideBolster.Inflation,sensor,uint8,false,,0,255,Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.,,
Vehicle.Cabin.Seat.Row1.Pos1.HeadRestraint,branch,,false,,,,Head restraint settings,,
Vehicle.Cabin.Seat.Row1.Pos1.HeadRestraint.Height,sensor,uint8,false,mm,0,255,Height of head restraint. 0 = Bottommost. 255 = Topmost.,,
Vehicle.Cabin.Seat.Row1.Pos1.Airbag,branch,,false,,,,Airbag signals,,
Vehicle.Cabin.Seat.Row1.Pos1.Airbag.IsDeployed,sensor,boolean,false,,,,Airbag deployment status. True = Airbag deployed. False = Airbag not deployed.,,
Vehicle.Cabin.Seat.Row1.Pos1.Switch,branch,,false,,,,Seat switch signals,,
Vehicle.Cabin.Seat.Row1.Pos1.Switch.Warmer,actuator,boolean,false,,,,Warmer switch for Seat heater,,
Vehicle.Cabin.Seat.Row1.Pos1.Switch.Cooler,actuator,boolean,false,,,,Cooler switch for Seat heater,,
Vehicle.Cabin.Seat.Row1.Pos1.Switch.Forward,actuator,boolean,false,,,,Seat forward switch engaged,,
Vehicle.Cabin.Seat.Row1.Pos1.Switch.Backward,actuator,boolean,false,,,,Seat forward switch engaged,,
Vehicle.Cabin.Seat.Row1.Pos1.Switch.Up,actuator,boolean,false,,,,Seat up switch engaged,,
Vehicle.Cabin.Seat.Row1.Pos1.Switch.Down,actuator,boolean,false,,,,Seat down switch engaged,,
Vehicle.Cabin.Seat.Row1.Pos1.Switch.HeadRestraint,branch,,false,,,,Head restraint switches,,
Vehicle.Cabin.Seat.Row1.Pos1.Switch.HeadRestraint.Up,actuator,boolean,false,,,,Head restraint up switch engaged,,
Vehicle.Cabin.Seat.Row1.Pos1.Switch.HeadRestraint.Down,actuator,boolean,false,,,,Head restraint down switch engaged,,
Vehicle.Cabin.Seat.Row1.Pos1.Switch.Massage,branch,,false,,,,Massage switches,,
Vehicle.Cabin.Seat.Row1.Pos1.Switch.Massage.Increase,actuator,boolean,false,,,,Increase massage level switch engaged,,
Vehicle.Cabin.Seat.Row1.Pos1.Switch.Massage.Decrease,actuator,boolean,false,,,,Decrease massage level switch engaged,,
Vehicle.Cabin.Seat.Row1.Pos1.Switch.Recline,branch,,false,,,,Recline switches,,
Vehicle.Cabin.Seat.Row1.Pos1.Switch.Recline.Backward,actuator,boolean,false,,,,Seatback recline backward switch engaged,,
Vehicle.Cabin.Seat.Row1.Pos1.Switch.Recline.Forward,actuator,boolean,false,,,,Seatback recline forward switch engaged,,
Vehicle.Cabin.Seat.Row1.Pos1.Switch.Cushion,branch,,false,,,,Cushion switches,,
Vehicle.Cabin.Seat.Row1.Pos1.Switch.Cushion.Up,actuator,boolean,false,,,,Seat cushion up switch engaged,,
Vehicle.Cabin.Seat.Row1.Pos1.Switch.Cushion.Down,actuator,boolean,false,,,,Seat cushion down switch engaged,,
Vehicle.Cabin.Seat.Row1.Pos1.Switch.Cushion.Forward,actuator,boolean,false,,,,Seat cushion forward/lengthen switch engaged,,
Vehicle.Cabin.Seat.Row1.Pos1.Switch.Cushion.Backward,actuator,boolean,false,,,,Seat cushion backward/shorten switch engaged,,
Vehicle.Cabin.Seat.Row1.Pos1.Switch.Lumbar,branch,,false,,,,Lumbar switches,,
Vehicle.Cabin.Seat.Row1.Pos1.Switch.Lumbar.Up,actuator,boolean,false,,,,Lumbar up switch engaged,,
Vehicle.Cabin.Seat.Row1.Pos1.Switch.Lumbar.Down,actuator,boolean,false,,,,Lumbar down switch engaged,,
Vehicle.Cabin.Seat.Row1.Pos1.Switch.Lumbar.Inflate,actuator,boolean,false,,,,Lumbar inflation switch engaged,,
Vehicle.Cabin.Seat.Row1.Pos1.Switch.Lumbar.Deflate,actuator,boolean,false,,,,Lumbar deflation switch engaged,,
Vehicle.Cabin.Seat.Row1.Pos1.Switch.SideBolster,branch,,false,,,,Side bolster switches,,
Vehicle.Cabin.Seat.Row1.Pos1.Switch.SideBolster.Inflate,actuator,boolean,false,,,,Lumbar inflation switch engaged,,
Vehicle.Cabin.Seat.Row1.Pos1.Switch.SideBolster.Deflate,actuator,boolean,false,,,,Lumbar deflation switch engaged,,
Vehicle.Cabin.Seat.Row1.Pos2,branch,,false,,,,All seats.,,
Vehicle.Cabin.Seat.Row1.Pos2.HasPassenger,sensor,boolean,false,,,,Does the seat have a passenger in it.,,
Vehicle.Cabin.Seat.Row1.Pos2.Occupant,branch,,false,,,,Occupant data.,,
Vehicle.Cabin.Seat.Row1.Pos2.Occupant.Identifier,branch,,false,,,,Identifier attributes based on OAuth 2.0.,,
Vehicle.Cabin.Seat.Row1.Pos2.Occupant.Identifier.Subject,sensor,string,false,,,,Subject for the authentification of the occupant. E.g. UserID 7331677,,
Vehicle.Cabin.Seat.Row1.Pos2.Occupant.Identifier.Issuer,sensor,string,false,,,,Unique Issuer for the authentification of the occupant. E.g. https://accounts.funcorp.com,,
Vehicle.Cabin.Seat.Row1.Pos2.IsBelted,sensor,boolean,false,,,,Is the belt engaged.,,
Vehicle.Cabin.Seat.Row1.Pos2.Heating,sensor,int8,false,percent,-100,100,Seat cooling / heating. 0 = off. -100 = max cold. +100 = max heat,,
Vehicle.Cabin.Seat.Row1.Pos2.Massage,sensor,uint8,false,percent,0,100,Seat massage level. 0 = off. 100 = max massage.,,
Vehicle.Cabin.Seat.Row1.Pos2.Recline,sensor,int8,false,degrees,-90,90,Recline level. -90 = Max forward recline. 90 max backward recline,,
Vehicle.Cabin.Seat.Row1.Pos2.Position,sensor,uint16,false,mm,0,1000,Seat horizontal position. 0 = Frontmost. 1000 = Rearmost,,
Vehicle.Cabin.Seat.Row1.Pos2.Cushion,branch,,false,,,,Cushion signals.,,
Vehicle.Cabin.Seat.Row1.Pos2.Cushion.Height,sensor,uint16,false,mm,0,500,Height of the seat front. 0 = Lowermost. 500 = Uppermost.,,
Vehicle.Cabin.Seat.Row1.Pos2.Cushion.Length,sensor,uint16,false,mm,0,500,Forward length of cushion (leg support). 0 = Rearmost. 500 = Forwardmost.,,
Vehicle.Cabin.Seat.Row1.Pos2.Lumbar,branch,,false,,,,Lumbar signals,,
Vehicle.Cabin.Seat.Row1.Pos2.Lumbar.Inflation,sensor,uint8,false,,0,255,Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.,,
Vehicle.Cabin.Seat.Row1.Pos2.Lumbar.Height,sensor,uint8,false,,0,255,Lumbar support position. 0 = Lowermost. 255 = Uppermost.,,
Vehicle.Cabin.Seat.Row1.Pos2.SideBolster,branch,,false,,,,Side bolster settings,,
Vehicle.Cabin.Seat.Row1.Pos2.SideBolster.Inflation,sensor,uint8,false,,0,255,Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.,,
Vehicle.Cabin.Seat.Row1.Pos2.HeadRestraint,branch,,false,,,,Head restraint settings,,
Vehicle.Cabin.Seat.Row1.Pos2.HeadRestraint.Height,sensor,uint8,false,mm,0,255,Height of head restraint. 0 = Bottommost. 255 = Topmost.,,
Vehicle.Cabin.Seat.Row1.Pos2.Airbag,branch,,false,,,,Airbag signals,,
Vehicle.Cabin.Seat.Row1.Pos2.Airbag.IsDeployed,sensor,boolean,false,,,,Airbag deployment status. True = Airbag deployed. False = Airbag not deployed.,,
Vehicle.Cabin.Seat.Row1.Pos2.Switch,branch,,false,,,,Seat switch signals,,
Vehicle.Cabin.Seat.Row1.Pos2.Switch.Warmer,actuator,boolean,false,,,,Warmer switch for Seat heater,,
Vehicle.Cabin.Seat.Row1.Pos2.Switch.Cooler,actuator,boolean,false,,,,Cooler switch for Seat heater,,
Vehicle.Cabin.Seat.Row1.Pos2.Switch.Forward,actuator,boolean,false,,,,Seat forward switch engaged,,
Vehicle.Cabin.Seat.Row1.Pos2.Switch.Backward,actuator,boolean,false,,,,Seat forward switch engaged,,
Vehicle.Cabin.Seat.Row1.Pos2.Switch.Up,actuator,boolean,false,,,,Seat up switch engaged,,
Vehicle.Cabin.Seat.Row1.Pos2.Switch.Down,actuator,boolean,false,,,,Seat down switch engaged,,
Vehicle.Cabin.Seat.Row1.Pos2.Switch.HeadRestraint,branch,,false,,,,Head restraint switches,,
Vehicle.Cabin.Seat.Row1.Pos2.Switch.HeadRestraint.Up,actuator,boolean,false,,,,Head restraint up switch engaged,,
Vehicle.Cabin.Seat.Row1.Pos2.Switch.HeadRestraint.Down,actuator,boolean,false,,,,Head restraint down switch engaged,,
Vehicle.Cabin.Seat.Row1.Pos2.Switch.Massage,branch,,false,,,,Massage switches,,
Vehicle.Cabin.Seat.Row1.Pos2.Switch.Massage.Increase,actuator,boolean,false,,,,Increase massage level switch engaged,,
Vehicle.Cabin.Seat.Row1.Pos2.Switch.Massage.Decrease,actuator,boolean,false,,,,Decrease massage level switch engaged,,
Vehicle.Cabin.Seat.Row1.Pos2.Switch.Recline,branch,,false,,,,Recline switches,,
Vehicle.Cabin.Seat.Row1.Pos2.Switch.Recline.Backward,actuator,boolean,false,,,,Seatback recline backward switch engaged,,
Vehicle.Cabin.Seat.Row1.Pos2.Switch.Recline.Forward,actuator,boolean,false,,,,Seatback recline forward switch engaged,,
Vehicle.Cabin.Seat.Row1.Pos2.Switch.Cushion,branch,,false,,,,Cushion switches,,
Vehicle.Cabin.Seat.Row1.Pos2.Switch.Cushion.Up,actuator,boolean,false,,,,Seat cushion up switch engaged,,
Vehicle.Cabin.Seat.Row1.Pos2.Switch.Cushion.Down,actuator,boolean,false,,,,Seat cushion down switch engaged,,
Vehicle.Cabin.Seat.Row1.Pos2.Switch.Cushion.Forward,actuator,boolean,false,,,,Seat cushion forward/lengthen switch engaged,,
Vehicle.Cabin.Seat.Row1.Pos2.Switch.Cushion.Backward,actuator,boolean,false,,,,Seat cushion backward/shorten switch engaged,,
Vehicle.Cabin.Seat.Row1.Pos2.Switch.Lumbar,branch,,false,,,,Lumbar switches,,
Vehicle.Cabin.Seat.Row1.Pos2.Switch.Lumbar.Up,actuator,boolean,false,,,,Lumbar up switch engaged,,
Vehicle.Cabin.Seat.Row1.Pos2.Switch.Lumbar.Down,actuator,boolean,false,,,,Lumbar down switch engaged,,
Vehicle.Cabin.Seat.Row1.Pos2.Switch.Lumbar.Inflate,actuator,boolean,false,,,,Lumbar inflation switch engaged,,
Vehicle.Cabin.Seat.Row1.Pos2.Switch.Lumbar.Deflate,actuator,boolean,false,,,,Lumbar deflation switch engaged,,
Vehicle.Cabin.Seat.Row1.Pos2.Switch.SideBolster,branch,,false,,,,Side bolster switches,,
Vehicle.Cabin.Seat.Row1.Pos2.Switch.SideBolster.Inflate,actuator,boolean,false,,,,Lumbar inflation switch engaged,,
Vehicle.Cabin.Seat.Row1.Pos2.Switch.SideBolster.Deflate,actuator,boolean,false,,,,Lumbar deflation switch engaged,,
Vehicle.Cabin.Seat.Row1.Pos3,branch,,false,,,,All seats.,,
Vehicle.Cabin.Seat.Row1.Pos3.HasPassenger,sensor,boolean,false,,,,Does the seat have a passenger in it.,,
Vehicle.Cabin.Seat.Row1.Pos3.Occupant,branch,,false,,,,Occupant data.,,
Vehicle.Cabin.Seat.Row1.Pos3.Occupant.Identifier,branch,,false,,,,Identifier attributes based on OAuth 2.0.,,
Vehicle.Cabin.Seat.Row1.Pos3.Occupant.Identifier.Subject,sensor,string,false,,,,Subject for the authentification of the occupant. E.g. UserID 7331677,,
Vehicle.Cabin.Seat.Row1.Pos3.Occupant.Identifier.Issuer,sensor,string,false,,,,Unique Issuer for the authentification of the occupant. E.g. https://accounts.funcorp.com,,
Vehicle.Cabin.Seat.Row1.Pos3.IsBelted,sensor,boolean,false,,,,Is the belt engaged.,,
Vehicle.Cabin.Seat.Row1.Pos3.Heating,sensor,int8,false,percent,-100,100,Seat cooling / heating. 0 = off. -100 = max cold. +100 = max heat,,
Vehicle.Cabin.Seat.Row1.Pos3.Massage,sensor,uint8,false,percent,0,100,Seat massage level. 0 = off. 100 = max massage.,,
Vehicle.Cabin.Seat.Row1.Pos3.Recline,sensor,int8,false,degrees,-90,90,Recline level. -90 = Max forward recline. 90 max backward recline,,
Vehicle.Cabin.Seat.Row1.Pos3.Position,sensor,uint16,false,mm,0,1000,Seat horizontal position. 0 = Frontmost. 1000 = Rearmost,,
Vehicle.Cabin.Seat.Row1.Pos3.Cushion,branch,,false,,,,Cushion signals.,,
Vehicle.Cabin.Seat.Row1.Pos3.Cushion.Height,sensor,uint16,false,mm,0,500,Height of the seat front. 0 = Lowermost. 500 = Uppermost.,,
Vehicle.Cabin.Seat.Row1.Pos3.Cushion.Length,sensor,uint16,false,mm,0,500,Forward length of cushion (leg support). 0 = Rearmost. 500 = Forwardmost.,,
Vehicle.Cabin.Seat.Row1.Pos3.Lumbar,branch,,false,,,,Lumbar signals,,
Vehicle.Cabin.Seat.Row1.Pos3.Lumbar.Inflation,sensor,uint8,false,,0,255,Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.,,
Vehicle.Cabin.Seat.Row1.Pos3.Lumbar.Height,sensor,uint8,false,,0,255,Lumbar support position. 0 = Lowermost. 255 = Uppermost.,,
Vehicle.Cabin.Seat.Row1.Pos3.SideBolster,branch,,false,,,,Side bolster settings,,
Vehicle.Cabin.Seat.Row1.Pos3.SideBolster.Inflation,sensor,uint8,false,,0,255,Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.,,
Vehicle.Cabin.Seat.Row1.Pos3.HeadRestraint,branch,,false,,,,Head restraint settings,,
Vehicle.Cabin.Seat.Row1.Pos3.HeadRestraint.Height,sensor,uint8,false,mm,0,255,Height of head restraint. 0 = Bottommost. 255 = Topmost.,,
Vehicle.Cabin.Seat.Row1.Pos3.Airbag,branch,,false,,,,Airbag signals,,
Vehicle.Cabin.Seat.Row1.Pos3.Airbag.IsDeployed,sensor,boolean,false,,,,Airbag deployment status. True = Airbag deployed. False = Airbag not deployed.,,
Vehicle.Cabin.Seat.Row1.Pos3.Switch,branch,,false,,,,Seat switch signals,,
Vehicle.Cabin.Seat.Row1.Pos3.Switch.Warmer,actuator,boolean,false,,,,Warmer switch for Seat heater,,
Vehicle.Cabin.Seat.Row1.Pos3.Switch.Cooler,actuator,boolean,false,,,,Cooler switch for Seat heater,,
Vehicle.Cabin.Seat.Row1.Pos3.Switch.Forward,actuator,boolean,false,,,,Seat forward switch engaged,,
Vehicle.Cabin.Seat.Row1.Pos3.Switch.Backward,actuator,boolean,false,,,,Seat forward switch engaged,,
Vehicle.Cabin.Seat.Row1.Pos3.Switch.Up,actuator,boolean,false,,,,Seat up switch engaged,,
Vehicle.Cabin.Seat.Row1.Pos3.Switch.Down,actuator,boolean,false,,,,Seat down switch engaged,,
Vehicle.Cabin.Seat.Row1.Pos3.Switch.HeadRestraint,branch,,false,,,,Head restraint switches,,
Vehicle.Cabin.Seat.Row1.Pos3.Switch.HeadRestraint.Up,actuator,boolean,false,,,,Head restraint up switch engaged,,
Vehicle.Cabin.Seat.Row1.Pos3.Switch.HeadRestraint.Down,actuator,boolean,false,,,,Head restraint down switch engaged,,
Vehicle.Cabin.Seat.Row1.Pos3.Switch.Massage,branch,,false,,,,Massage switches,,
Vehicle.Cabin.Seat.Row1.Pos3.Switch.Massage.Increase,actuator,boolean,false,,,,Increase massage level switch engaged,,
Vehicle.Cabin.Seat.Row1.Pos3.Switch.Massage.Decrease,actuator,boolean,false,,,,Decrease massage level switch engaged,,
Vehicle.Cabin.Seat.Row1.Pos3.Switch.Recline,branch,,false,,,,Recline switches,,
Vehicle.Cabin.Seat.Row1.Pos3.Switch.Recline.Backward,actuator,boolean,false,,,,Seatback recline backward switch engaged,,
Vehicle.Cabin.Seat.Row1.Pos3.Switch.Recline.Forward,actuator,boolean,false,,,,Seatback recline forward switch engaged,,
Vehicle.Cabin.Seat.Row1.Pos3.Switch.Cushion,branch,,false,,,,Cushion switches,,
Vehicle.Cabin.Seat.Row1.Pos3.Switch.Cushion.Up,actuator,boolean,false,,,,Seat cushion up switch engaged,,
Vehicle.Cabin.Seat.Row1.Pos3.Switch.Cushion.Down,actuator,boolean,false,,,,Seat cushion down switch engaged,,
Vehicle.Cabin.Seat.Row1.Pos3.Switch.Cushion.Forward,actuator,boolean,false,,,,Seat cushion forward/lengthen switch engaged,,
Vehicle.Cabin.Seat.Row1.Pos3.Switch.Cushion.Backward,actuator,boolean,false,,,,Seat cushion backward/shorten switch engaged,,
Vehicle.Cabin.Seat.Row1.Pos3.Switch.Lumbar,branch,,false,,,,Lumbar switches,,
Vehicle.Cabin.Seat.Row1.Pos3.Switch.Lumbar.Up,actuator,boolean,false,,,,Lumbar up switch engaged,,
Vehicle.Cabin.Seat.Row1.Pos3.Switch.Lumbar.Down,actuator,boolean,false,,,,Lumbar down switch engaged,,
Vehicle.Cabin.Seat.Row1.Pos3.Switch.Lumbar.Inflate,actuator,boolean,false,,,,Lumbar inflation switch engaged,,
Vehicle.Cabin.Seat.Row1.Pos3.Switch.Lumbar.Deflate,actuator,boolean,false,,,,Lumbar deflation switch engaged,,
Vehicle.Cabin.Seat.Row1.Pos3.Switch.SideBolster,branch,,false,,,,Side bolster switches,,
Vehicle.Cabin.Seat.Row1.Pos3.Switch.SideBolster.Inflate,actuator,boolean,false,,,,Lumbar inflation switch engaged,,
Vehicle.Cabin.Seat.Row1.Pos3.Switch.SideBolster.Deflate,actuator,boolean,false,,,,Lumbar deflation switch engaged,,
Vehicle.Cabin.Seat.Row1.Pos4,branch,,false,,,,All seats.,,
Vehicle.Cabin.Seat.Row1.Pos4.HasPassenger,sensor,boolean,false,,,,Does the seat have a passenger in it.,,
Vehicle.Cabin.Seat.Row1.Pos4.Occupant,branch,,false,,,,Occupant data.,,
Vehicle.Cabin.Seat.Row1.Pos4.Occupant.Identifier,branch,,false,,,,Identifier attributes based on OAuth 2.0.,,
Vehicle.Cabin.Seat.Row1.Pos4.Occupant.Identifier.Subject,sensor,string,false,,,,Subject for the authentification of the occupant. E.g. UserID 7331677,,
Vehicle.Cabin.Seat.Row1.Pos4.Occupant.Identifier.Issuer,sensor,string,false,,,,Unique Issuer for the authentification of the occupant. E.g. https://accounts.funcorp.com,,
Vehicle.Cabin.Seat.Row1.Pos4.IsBelted,sensor,boolean,false,,,,Is the belt engaged.,,
Vehicle.Cabin.Seat.Row1.Pos4.Heating,sensor,int8,false,percent,-100,100,Seat cooling / heating. 0 = off. -100 = max cold. +100 = max heat,,
Vehicle.Cabin.Seat.Row1.Pos4.Massage,sensor,uint8,false,percent,0,100,Seat massage level. 0 = off. 100 = max massage.,,
Vehicle.Cabin.Seat.Row1.Pos4.Recline,sensor,int8,false,degrees,-90,90,Recline level. -90 = Max forward recline. 90 max backward recline,,
Vehicle.Cabin.Seat.Row1.Pos4.Position,sensor,uint16,false,mm,0,1000,Seat horizontal position. 0 = Frontmost. 1000 = Rearmost,,
Vehicle.Cabin.Seat.Row1.Pos4.Cushion,branch,,false,,,,Cushion signals.,,
Vehicle.Cabin.Seat.Row1.Pos4.Cushion.Height,sensor,uint16,false,mm,0,500,Height of the seat front. 0 = Lowermost. 500 = Uppermost.,,
Vehicle.Cabin.Seat.Row1.Pos4.Cushion.Length,sensor,uint16,false,mm,0,500,Forward length of cushion (leg support). 0 = Rearmost. 500 = Forwardmost.,,
Vehicle.Cabin.Seat.Row1.Pos4.Lumbar,branch,,false,,,,Lumbar signals,,
Vehicle.Cabin.Seat.Row1.Pos4.Lumbar.Inflation,sensor,uint8,false,,0,255,Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.,,
Vehicle.Cabin.Seat.Row1.Pos4.Lumbar.Height,sensor,uint8,false,,0,255,Lumbar support position. 0 = Lowermost. 255 = Uppermost.,,
Vehicle.Cabin.Seat.Row1.Pos4.SideBolster,branch,,false,,,,Side bolster settings,,
Vehicle.Cabin.Seat.Row1.Pos4.SideBolster.Inflation,sensor,uint8,false,,0,255,Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.,,
Vehicle.Cabin.Seat.Row1.Pos4.HeadRestraint,branch,,false,,,,Head restraint settings,,
Vehicle.Cabin.Seat.Row1.Pos4.HeadRestraint.Height,sensor,uint8,false,mm,0,255,Height of head restraint. 0 = Bottommost. 255 = Topmost.,,
Vehicle.Cabin.Seat.Row1.Pos4.Airbag,branch,,false,,,,Airbag signals,,
Vehicle.Cabin.Seat.Row1.Pos4.Airbag.IsDeployed,sensor,boolean,false,,,,Airbag deployment status. True = Airbag deployed. False = Airbag not deployed.,,
Vehicle.Cabin.Seat.Row1.Pos4.Switch,branch,,false,,,,Seat switch signals,,
Vehicle.Cabin.Seat.Row1.Pos4.Switch.Warmer,actuator,boolean,false,,,,Warmer switch for Seat heater,,
Vehicle.Cabin.Seat.Row1.Pos4.Switch.Cooler,actuator,boolean,false,,,,Cooler switch for Seat heater,,
Vehicle.Cabin.Seat.Row1.Pos4.Switch.Forward,actuator,boolean,false,,,,Seat forward switch engaged,,
Vehicle.Cabin.Seat.Row1.Pos4.Switch.Backward,actuator,boolean,false,,,,Seat forward switch engaged,,
Vehicle.Cabin.Seat.Row1.Pos4.Switch.Up,actuator,boolean,false,,,,Seat up switch engaged,,
Vehicle.Cabin.Seat.Row1.Pos4.Switch.Down,actuator,boolean,false,,,,Seat down switch engaged,,
Vehicle.Cabin.Seat.Row1.Pos4.Switch.HeadRestraint,branch,,false,,,,Head restraint switches,,
Vehicle.Cabin.Seat.Row1.Pos4.Switch.HeadRestraint.Up,actuator,boolean,false,,,,Head restraint up switch engaged,,
Vehicle.Cabin.Seat.Row1.Pos4.Switch.HeadRestraint.Down,actuator,boolean,false,,,,Head restraint down switch engaged,,
Vehicle.Cabin.Seat.Row1.Pos4.Switch.Massage,branch,,false,,,,Massage switches,,
Vehicle.Cabin.Seat.Row1.Pos4.Switch.Massage.Increase,actuator,boolean,false,,,,Increase massage level switch engaged,,
Vehicle.Cabin.Seat.Row1.Pos4.Switch.Massage.Decrease,actuator,boolean,false,,,,Decrease massage level switch engaged,,
Vehicle.Cabin.Seat.Row1.Pos4.Switch.Recline,branch,,false,,,,Recline switches,,
Vehicle.Cabin.Seat.Row1.Pos4.Switch.Recline.Backward,actuator,boolean,false,,,,Seatback recline backward switch engaged,,
Vehicle.Cabin.Seat.Row1.Pos4.Switch.Recline.Forward,actuator,boolean,false,,,,Seatback recline forward switch engaged,,
Vehicle.Cabin.Seat.Row1.Pos4.Switch.Cushion,branch,,false,,,,Cushion switches,,
Vehicle.Cabin.Seat.Row1.Pos4.Switch.Cushion.Up,actuator,boolean,false,,,,Seat cushion up switch engaged,,
Vehicle.Cabin.Seat.Row1.Pos4.Switch.Cushion.Down,actuator,boolean,false,,,,Seat cushion down switch engaged,,
Vehicle.Cabin.Seat.Row1.Pos4.Switch.Cushion.Forward,actuator,boolean,false,,,,Seat cushion forward/lengthen switch engaged,,
