Signal.Cabin.Seat.Row1.Pos5.Switch.HeadRestraint,"","branch","","","","Head restratint switches"
Signal.Cabin.Seat.Row1.Pos5.Switch.HeadRestraint.Down,"321","Boolean","","","","Head restraint down switch engaged"
Signal.Cabin.Seat.Row1.Pos5.Switch.HeadRestraint.Up,"320","Boolean","","","","Head restraint up switch engaged"
Signal.Cabin.Seat.Row1.Pos5.Switch.Cooler,"315","Boolean","","","","Cooler switch for Seat heater"
Signal.Cabin.Seat.Row1.Pos5.Switch.Recline,"","branch","","","","Recline switches"
Signal.Cabin.Seat.Row1.Pos5.Switch.Recline.Forward,"325","Boolean","","","","Seatback recline forward switch engaged"
Signal.Cabin.Seat.Row1.Pos5.Switch.Recline.Backward,"324","Boolean","","","","Seatback recline backward switch engaged"
Signal.Cabin.Seat.Row1.Pos5.Switch.Up,"318","Boolean","","","","Seat up switch engaged"
Signal.Cabin.Seat.Row1.Pos5.Switch.Lumbar,"","branch","","","","Lumbar switches"
Signal.Cabin.Seat.Row1.Pos5.Switch.Lumbar.Down,"331","Boolean","","","","Lumbar down switch engaged"
Signal.Cabin.Seat.Row1.Pos5.Switch.Lumbar.Inflate,"332","Boolean","","","","Lumbar inflation switch engaged"
Signal.Cabin.Seat.Row1.Pos5.Switch.Lumbar.Up,"330","Boolean","","","","Lumbar up switch engaged"
Signal.Cabin.Seat.Row1.Pos5.Switch.Lumbar.Deflate,"333","Boolean","","","","Lumbar deflation switch engaged"
Signal.Cabin.Seat.Row1.Pos5.Switch.Down,"319","Boolean","","","","Seat down switch engaged"
Signal.Cabin.Seat.Row1.Pos5.Switch.Warmer,"314","Boolean","","","","Warmer switch for Seat heater"
Signal.Cabin.Seat.Row1.Pos5.Switch.Cushion,"","branch","","","","Cushion switches"
Signal.Cabin.Seat.Row1.Pos5.Switch.Cushion.Down,"327","Boolean","","","","Seat cushion down switch engaged"
Signal.Cabin.Seat.Row1.Pos5.Switch.Cushion.Forward,"328","Boolean","","","","Seat cushion forward/lengthen switch engaged"
Signal.Cabin.Seat.Row1.Pos5.Switch.Cushion.Backward,"329","Boolean","","","","Seat cushion backward/shorten switch engaged"
Signal.Cabin.Seat.Row1.Pos5.Switch.Cushion.Up,"326","Boolean","","","","Seat cushion up switch engaged"
Signal.Cabin.Seat.Row1.Pos5.Switch.Forward,"316","Boolean","","","","Seat forward switch engaged"
Signal.Cabin.Seat.Row1.Pos5.Switch.Backward,"317","Boolean","","","","Seat forward switch engaged"
Signal.Cabin.Seat.Row1.Pos5.Switch.Massage,"","branch","","","","Massage switches"
Signal.Cabin.Seat.Row1.Pos5.Switch.Massage.Increase,"322","Boolean","","","","Increase massage level switch engaged"
Signal.Cabin.Seat.Row1.Pos5.Switch.Massage.Decrease,"323","Boolean","","","","Decrease massage level switch engaged"
Signal.Cabin.Seat.Row1.Pos5.Switch.SideBolster,"","branch","","","","Side bolster switches"
Signal.Cabin.Seat.Row1.Pos5.Switch.SideBolster.Inflate,"334","Boolean","","","","Lumbar inflation switch engaged"
Signal.Cabin.Seat.Row1.Pos5.Switch.SideBolster.Deflate,"335","Boolean","","","","Lumbar deflation switch engaged"
Signal.Cabin.Seat.Row1.Pos5.Cushion,"","branch","","","","Cushion signals."
Signal.Cabin.Seat.Row1.Pos5.Cushion.Length,"309","UInt16","mm","0","500","Forward length of cushion (leg support). 0 = Rearmost. 500 = Forwardmost."
Signal.Cabin.Seat.Row1.Pos5.Cushion.Height,"308","UInt16","mm","0","500","Height of the seat front. 0 = Lowermost. 500 = Uppermost."
Signal.Cabin.Seat.Row1.Pos5.IsBelted,"303","Boolean","","","","Is the belt engaged."
Signal.Cabin.Seat.Row1.Pos5.Position,"307","UInt16","mm","0","1000","Seat horizontal position. 0 = Frontmost. 1000 = Rearmost"
Signal.Cabin.Seat.Row1.Pos5.SideBolster,"","branch","","","","Side bolster settings"
Signal.Cabin.Seat.Row1.Pos5.SideBolster.Inflation,"312","UInt8","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated."
Signal.Cabin.Seat.Row1.Pos5.Massage,"305","UInt8","","0","10","Seat massage level. 0 = off. 10 = max massage."
Signal.Cabin.Seat.Row1.Pos2,"","branch","","","","Second seat from left, front row"
Signal.Cabin.Seat.Row1.Pos2.HeadRestraint,"","branch","","","","Head restratint settings"
Signal.Cabin.Seat.Row1.Pos2.HeadRestraint.Height,"211","UInt8","mm","0","255","Height of heead restraing. 0 = Bottommost. 255 = Topmost."
Signal.Cabin.Seat.Row1.Pos2.Recline,"204","Int8","degree","-90","90","Recline level. -90 = Max forward recline. 90 max backward recline"
Signal.Cabin.Seat.Row1.Pos2.HasPassenger,"200","Boolean","","","","Does the seat have a passenger in it."
Signal.Cabin.Seat.Row1.Pos2.Heating,"202","Int8","","-10","10","Seat cooling / heating. 0 = off. -10 = max cold. +10 = max heat"
Signal.Cabin.Seat.Row1.Pos2.Lumbar,"","branch","","","","Lumbar signals"
Signal.Cabin.Seat.Row1.Pos2.Lumbar.Inflation,"208","UInt8","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated."
Signal.Cabin.Seat.Row1.Pos2.Lumbar.Height,"209","UInt8","","0","255","Lumbar support position. 0 = Lowermost. 255 = Uppermost."
Signal.Cabin.Seat.Row1.Pos2.Switch,"","branch","","","","Seat switch signals"
Signal.Cabin.Seat.Row1.Pos2.Switch.HeadRestraint,"","branch","","","","Head restratint switches"
Signal.Cabin.Seat.Row1.Pos2.Switch.HeadRestraint.Down,"219","Boolean","","","","Head restraint down switch engaged"
Signal.Cabin.Seat.Row1.Pos2.Switch.HeadRestraint.Up,"218","Boolean","","","","Head restraint up switch engaged"
Signal.Cabin.Seat.Row1.Pos2.Switch.Cooler,"213","Boolean","","","","Cooler switch for Seat heater"
Signal.Cabin.Seat.Row1.Pos2.Switch.Recline,"","branch","","","","Recline switches"
Signal.Cabin.Seat.Row1.Pos2.Switch.Recline.Forward,"223","Boolean","","","","Seatback recline forward switch engaged"
Signal.Cabin.Seat.Row1.Pos2.Switch.Recline.Backward,"222","Boolean","","","","Seatback recline backward switch engaged"
Signal.Cabin.Seat.Row1.Pos2.Switch.Up,"216","Boolean","","","","Seat up switch engaged"
Signal.Cabin.Seat.Row1.Pos2.Switch.Lumbar,"","branch","","","","Lumbar switches"
Signal.Cabin.Seat.Row1.Pos2.Switch.Lumbar.Down,"229","Boolean","","","","Lumbar down switch engaged"
Signal.Cabin.Seat.Row1.Pos2.Switch.Lumbar.Inflate,"230","Boolean","","","","Lumbar inflation switch engaged"
Signal.Cabin.Seat.Row1.Pos2.Switch.Lumbar.Up,"228","Boolean","","","","Lumbar up switch engaged"
Signal.Cabin.Seat.Row1.Pos2.Switch.Lumbar.Deflate,"231","Boolean","","","","Lumbar deflation switch engaged"
Signal.Cabin.Seat.Row1.Pos2.Switch.Down,"217","Boolean","","","","Seat down switch engaged"
Signal.Cabin.Seat.Row1.Pos2.Switch.Warmer,"212","Boolean","","","","Warmer switch for Seat heater"
Signal.Cabin.Seat.Row1.Pos2.Switch.Cushion,"","branch","","","","Cushion switches"
Signal.Cabin.Seat.Row1.Pos2.Switch.Cushion.Down,"225","Boolean","","","","Seat cushion down switch engaged"
Signal.Cabin.Seat.Row1.Pos2.Switch.Cushion.Forward,"226","Boolean","","","","Seat cushion forward/lengthen switch engaged"
Signal.Cabin.Seat.Row1.Pos2.Switch.Cushion.Backward,"227","Boolean","","","","Seat cushion backward/shorten switch engaged"
Signal.Cabin.Seat.Row1.Pos2.Switch.Cushion.Up,"224","Boolean","","","","Seat cushion up switch engaged"
Signal.Cabin.Seat.Row1.Pos2.Switch.Forward,"214","Boolean","","","","Seat forward switch engaged"
Signal.Cabin.Seat.Row1.Pos2.Switch.Backward,"215","Boolean","","","","Seat forward switch engaged"
Signal.Cabin.Seat.Row1.Pos2.Switch.Massage,"","branch","","","","Massage switches"
Signal.Cabin.Seat.Row1.Pos2.Switch.Massage.Increase,"220","Boolean","","","","Increase massage level switch engaged"
Signal.Cabin.Seat.Row1.Pos2.Switch.Massage.Decrease,"221","Boolean","","","","Decrease massage level switch engaged"
Signal.Cabin.Seat.Row1.Pos2.Switch.SideBolster,"","branch","","","","Side bolster switches"
Signal.Cabin.Seat.Row1.Pos2.Switch.SideBolster.Inflate,"232","Boolean","","","","Lumbar inflation switch engaged"
Signal.Cabin.Seat.Row1.Pos2.Switch.SideBolster.Deflate,"233","Boolean","","","","Lumbar deflation switch engaged"
Signal.Cabin.Seat.Row1.Pos2.Cushion,"","branch","","","","Cushion signals."
Signal.Cabin.Seat.Row1.Pos2.Cushion.Length,"207","UInt16","mm","0","500","Forward length of cushion (leg support). 0 = Rearmost. 500 = Forwardmost."
Signal.Cabin.Seat.Row1.Pos2.Cushion.Height,"206","UInt16","mm","0","500","Height of the seat front. 0 = Lowermost. 500 = Uppermost."
Signal.Cabin.Seat.Row1.Pos2.IsBelted,"201","Boolean","","","","Is the belt engaged."
Signal.Cabin.Seat.Row1.Pos2.Position,"205","UInt16","mm","0","1000","Seat horizontal position. 0 = Frontmost. 1000 = Rearmost"
Signal.Cabin.Seat.Row1.Pos2.SideBolster,"","branch","","","","Side bolster settings"
Signal.Cabin.Seat.Row1.Pos2.SideBolster.Inflation,"210","UInt8","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated."
Signal.Cabin.Seat.Row1.Pos2.Massage,"203","UInt8","","0","10","Seat massage level. 0 = off. 10 = max massage."
Signal.Cabin.Seat.Row1.Pos3,"","branch","","","","Third seat from left, front row"
Signal.Cabin.Seat.Row1.Pos3.HeadRestraint,"","branch","","","","Head restratint settings"
Signal.Cabin.Seat.Row1.Pos3.HeadRestraint.Height,"245","UInt8","mm","0","255","Height of heead restraing. 0 = Bottommost. 255 = Topmost."
Signal.Cabin.Seat.Row1.Pos3.Recline,"238","Int8","degree","-90","90","Recline level. -90 = Max forward recline. 90 max backward recline"
Signal.Cabin.Seat.Row1.Pos3.HasPassenger,"234","Boolean","","","","Does the seat have a passenger in it."
Signal.Cabin.Seat.Row1.Pos3.Heating,"236","Int8","","-10","10","Seat cooling / heating. 0 = off. -10 = max cold. +10 = max heat"
Signal.Cabin.Seat.Row1.Pos3.Lumbar,"","branch","","","","Lumbar signals"
Signal.Cabin.Seat.Row1.Pos3.Lumbar.Inflation,"242","UInt8","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated."
Signal.Cabin.Seat.Row1.Pos3.Lumbar.Height,"243","UInt8","","0","255","Lumbar support position. 0 = Lowermost. 255 = Uppermost."
Signal.Cabin.Seat.Row1.Pos3.Switch,"","branch","","","","Seat switch signals"
Signal.Cabin.Seat.Row1.Pos3.Switch.HeadRestraint,"","branch","","","","Head restratint switches"
Signal.Cabin.Seat.Row1.Pos3.Switch.HeadRestraint.Down,"253","Boolean","","","","Head restraint down switch engaged"
Signal.Cabin.Seat.Row1.Pos3.Switch.HeadRestraint.Up,"252","Boolean","","","","Head restraint up switch engaged"
Signal.Cabin.Seat.Row1.Pos3.Switch.Cooler,"247","Boolean","","","","Cooler switch for Seat heater"
Signal.Cabin.Seat.Row1.Pos3.Switch.Recline,"","branch","","","","Recline switches"
Signal.Cabin.Seat.Row1.Pos3.Switch.Recline.Forward,"257","Boolean","","","","Seatback recline forward switch engaged"
Signal.Cabin.Seat.Row1.Pos3.Switch.Recline.Backward,"256","Boolean","","","","Seatback recline backward switch engaged"
Signal.Cabin.Seat.Row1.Pos3.Switch.Up,"250","Boolean","","","","Seat up switch engaged"
Signal.Cabin.Seat.Row1.Pos3.Switch.Lumbar,"","branch","","","","Lumbar switches"
Signal.Cabin.Seat.Row1.Pos3.Switch.Lumbar.Down,"263","Boolean","","","","Lumbar down switch engaged"
Signal.Cabin.Seat.Row1.Pos3.Switch.Lumbar.Inflate,"264","Boolean","","","","Lumbar inflation switch engaged"
Signal.Cabin.Seat.Row1.Pos3.Switch.Lumbar.Up,"262","Boolean","","","","Lumbar up switch engaged"
Signal.Cabin.Seat.Row1.Pos3.Switch.Lumbar.Deflate,"265","Boolean","","","","Lumbar deflation switch engaged"
Signal.Cabin.Seat.Row1.Pos3.Switch.Down,"251","Boolean","","","","Seat down switch engaged"
Signal.Cabin.Seat.Row1.Pos3.Switch.Warmer,"246","Boolean","","","","Warmer switch for Seat heater"
Signal.Cabin.Seat.Row1.Pos3.Switch.Cushion,"","branch","","","","Cushion switches"
Signal.Cabin.Seat.Row1.Pos3.Switch.Cushion.Down,"259","Boolean","","","","Seat cushion down switch engaged"
Signal.Cabin.Seat.Row1.Pos3.Switch.Cushion.Forward,"260","Boolean","","","","Seat cushion forward/lengthen switch engaged"
Signal.Cabin.Seat.Row1.Pos3.Switch.Cushion.Backward,"261","Boolean","","","","Seat cushion backward/shorten switch engaged"
Signal.Cabin.Seat.Row1.Pos3.Switch.Cushion.Up,"258","Boolean","","","","Seat cushion up switch engaged"
Signal.Cabin.Seat.Row1.Pos3.Switch.Forward,"248","Boolean","","","","Seat forward switch engaged"
Signal.Cabin.Seat.Row1.Pos3.Switch.Backward,"249","Boolean","","","","Seat forward switch engaged"
Signal.Cabin.Seat.Row1.Pos3.Switch.Massage,"","branch","","","","Massage switches"
Signal.Cabin.Seat.Row1.Pos3.Switch.Massage.Increase,"254","Boolean","","","","Increase massage level switch engaged"
Signal.Cabin.Seat.Row1.Pos3.Switch.Massage.Decrease,"255","Boolean","","","","Decrease massage level switch engaged"
Signal.Cabin.Seat.Row1.Pos3.Switch.SideBolster,"","branch","","","","Side bolster switches"
Signal.Cabin.Seat.Row1.Pos3.Switch.SideBolster.Inflate,"266","Boolean","","","","Lumbar inflation switch engaged"
Signal.Cabin.Seat.Row1.Pos3.Switch.SideBolster.Deflate,"267","Boolean","","","","Lumbar deflation switch engaged"
Signal.Cabin.Seat.Row1.Pos3.Cushion,"","branch","","","","Cushion signals."
Signal.Cabin.Seat.Row1.Pos3.Cushion.Length,"241","UInt16","mm","0","500","Forward length of cushion (leg support). 0 = Rearmost. 500 = Forwardmost."
Signal.Cabin.Seat.Row1.Pos3.Cushion.Height,"240","UInt16","mm","0","500","Height of the seat front. 0 = Lowermost. 500 = Uppermost."
Signal.Cabin.Seat.Row1.Pos3.IsBelted,"235","Boolean","","","","Is the belt engaged."
Signal.Cabin.Seat.Row1.Pos3.Position,"239","UInt16","mm","0","1000","Seat horizontal position. 0 = Frontmost. 1000 = Rearmost"
Signal.Cabin.Seat.Row1.Pos3.SideBolster,"","branch","","","","Side bolster settings"
Signal.Cabin.Seat.Row1.Pos3.SideBolster.Inflation,"244","UInt8","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated."
Signal.Cabin.Seat.Row1.Pos3.Massage,"237","UInt8","","0","10","Seat massage level. 0 = off. 10 = max massage."
Signal.Cabin.Seat.Row1.Pos1,"","branch","","","","First seat from left, front row"
Signal.Cabin.Seat.Row1.Pos1.HeadRestraint,"","branch","","","","Head restratint settings"
Signal.Cabin.Seat.Row1.Pos1.HeadRestraint.Height,"177","UInt8","mm","0","255","Height of heead restraing. 0 = Bottommost. 255 = Topmost."
Signal.Cabin.Seat.Row1.Pos1.Recline,"170","Int8","degree","-90","90","Recline level. -90 = Max forward recline. 90 max backward recline"
Signal.Cabin.Seat.Row1.Pos1.HasPassenger,"166","Boolean","","","","Does the seat have a passenger in it."
Signal.Cabin.Seat.Row1.Pos1.Heating,"168","Int8","","-10","10","Seat cooling / heating. 0 = off. -10 = max cold. +10 = max heat"
Signal.Cabin.Seat.Row1.Pos1.Lumbar,"","branch","","","","Lumbar signals"
Signal.Cabin.Seat.Row1.Pos1.Lumbar.Inflation,"174","UInt8","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated."
Signal.Cabin.Seat.Row1.Pos1.Lumbar.Height,"175","UInt8","","0","255","Lumbar support position. 0 = Lowermost. 255 = Uppermost."
Signal.Cabin.Seat.Row1.Pos1.Switch,"","branch","","","","Seat switch signals"
Signal.Cabin.Seat.Row1.Pos1.Switch.HeadRestraint,"","branch","","","","Head restratint switches"
Signal.Cabin.Seat.Row1.Pos1.Switch.HeadRestraint.Down,"185","Boolean","","","","Head restraint down switch engaged"
Signal.Cabin.Seat.Row1.Pos1.Switch.HeadRestraint.Up,"184","Boolean","","","","Head restraint up switch engaged"
Signal.Cabin.Seat.Row1.Pos1.Switch.Cooler,"179","Boolean","","","","Cooler switch for Seat heater"
Signal.Cabin.Seat.Row1.Pos1.Switch.Recline,"","branch","","","","Recline switches"
Signal.Cabin.Seat.Row1.Pos1.Switch.Recline.Forward,"189","Boolean","","","","Seatback recline forward switch engaged"
Signal.Cabin.Seat.Row1.Pos1.Switch.Recline.Backward,"188","Boolean","","","","Seatback recline backward switch engaged"
Signal.Cabin.Seat.Row1.Pos1.Switch.Up,"182","Boolean","","","","Seat up switch engaged"
Signal.Cabin.Seat.Row1.Pos1.Switch.Lumbar,"","branch","","","","Lumbar switches"
Signal.Cabin.Seat.Row1.Pos1.Switch.Lumbar.Down,"195","Boolean","","","","Lumbar down switch engaged"
Signal.Cabin.Seat.Row1.Pos1.Switch.Lumbar.Inflate,"196","Boolean","","","","Lumbar inflation switch engaged"
Signal.Cabin.Seat.Row1.Pos1.Switch.Lumbar.Up,"194","Boolean","","","","Lumbar up switch engaged"
Signal.Cabin.Seat.Row1.Pos1.Switch.Lumbar.Deflate,"197","Boolean","","","","Lumbar deflation switch engaged"
Signal.Cabin.Seat.Row1.Pos1.Switch.Down,"183","Boolean","","","","Seat down switch engaged"
Signal.Cabin.Seat.Row1.Pos1.Switch.Warmer,"178","Boolean","","","","Warmer switch for Seat heater"
Signal.Cabin.Seat.Row1.Pos1.Switch.Cushion,"","branch","","","","Cushion switches"
Signal.Cabin.Seat.Row1.Pos1.Switch.Cushion.Down,"191","Boolean","","","","Seat cushion down switch engaged"
Signal.Cabin.Seat.Row1.Pos1.Switch.Cushion.Forward,"192","Boolean","","","","Seat cushion forward/lengthen switch engaged"
Signal.Cabin.Seat.Row1.Pos1.Switch.Cushion.Backward,"193","Boolean","","","","Seat cushion backward/shorten switch engaged"
Signal.Cabin.Seat.Row1.Pos1.Switch.Cushion.Up,"190","Boolean","","","","Seat cushion up switch engaged"
Signal.Cabin.Seat.Row1.Pos1.Switch.Forward,"180","Boolean","","","","Seat forward switch engaged"
Signal.Cabin.Seat.Row1.Pos1.Switch.Backward,"181","Boolean","","","","Seat forward switch engaged"
Signal.Cabin.Seat.Row1.Pos1.Switch.Massage,"","branch","","","","Massage switches"
Signal.Cabin.Seat.Row1.Pos1.Switch.Massage.Increase,"186","Boolean","","","","Increase massage level switch engaged"
Signal.Cabin.Seat.Row1.Pos1.Switch.Massage.Decrease,"187","Boolean","","","","Decrease massage level switch engaged"
Signal.Cabin.Seat.Row1.Pos1.Switch.SideBolster,"","branch","","","","Side bolster switches"
Signal.Cabin.Seat.Row1.Pos1.Switch.SideBolster.Inflate,"198","Boolean","","","","Lumbar inflation switch engaged"
Signal.Cabin.Seat.Row1.Pos1.Switch.SideBolster.Deflate,"199","Boolean","","","","Lumbar deflation switch engaged"
Signal.Cabin.Seat.Row1.Pos1.Cushion,"","branch","","","","Cushion signals."
Signal.Cabin.Seat.Row1.Pos1.Cushion.Length,"173","UInt16","mm","0","500","Forward length of cushion (leg support). 0 = Rearmost. 500 = Forwardmost."
Signal.Cabin.Seat.Row1.Pos1.Cushion.Height,"172","UInt16","mm","0","500","Height of the seat front. 0 = Lowermost. 500 = Uppermost."
Signal.Cabin.Seat.Row1.Pos1.IsBelted,"167","Boolean","","","","Is the belt engaged."
Signal.Cabin.Seat.Row1.Pos1.Position,"171","UInt16","mm","0","1000","Seat horizontal position. 0 = Frontmost. 1000 = Rearmost"
Signal.Cabin.Seat.Row1.Pos1.SideBolster,"","branch","","","","Side bolster settings"
Signal.Cabin.Seat.Row1.Pos1.SideBolster.Inflation,"176","UInt8","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated."
Signal.Cabin.Seat.Row1.Pos1.Massage,"169","UInt8","","0","10","Seat massage level. 0 = off. 10 = max massage."
Signal.Cabin.Seat.Row2,"","branch","","","","Front seats"
Signal.Cabin.Seat.Row2.Pos4,"","branch","","","","Fourth seat from left, second row"
Signal.Cabin.Seat.Row2.Pos4.HeadRestraint,"","branch","","","","Head restratint settings"
Signal.Cabin.Seat.Row2.Pos4.HeadRestraint.Height,"449","UInt8","mm","0","255","Height of heead restraing. 0 = Bottommost. 255 = Topmost."
Signal.Cabin.Seat.Row2.Pos4.Recline,"442","Int8","degree","-90","90","Recline level. -90 = Max forward recline. 90 max backward recline"
Signal.Cabin.Seat.Row2.Pos4.HasPassenger,"438","Boolean","","","","Does the seat have a passenger in it."
Signal.Cabin.Seat.Row2.Pos4.Heating,"440","Int8","","-10","10","Seat cooling / heating. 0 = off. -10 = max cold. +10 = max heat"
Signal.Cabin.Seat.Row2.Pos4.Lumbar,"","branch","","","","Lumbar signals"
Signal.Cabin.Seat.Row2.Pos4.Lumbar.Inflation,"446","UInt8","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated."
Signal.Cabin.Seat.Row2.Pos4.Lumbar.Height,"447","UInt8","","0","255","Lumbar support position. 0 = Lowermost. 255 = Uppermost."
Signal.Cabin.Seat.Row2.Pos4.Switch,"","branch","","","","Seat switch signals"
Signal.Cabin.Seat.Row2.Pos4.Switch.HeadRestraint,"","branch","","","","Head restratint switches"
Signal.Cabin.Seat.Row2.Pos4.Switch.HeadRestraint.Down,"457","Boolean","","","","Head restraint down switch engaged"
Signal.Cabin.Seat.Row2.Pos4.Switch.HeadRestraint.Up,"456","Boolean","","","","Head restraint up switch engaged"
Signal.Cabin.Seat.Row2.Pos4.Switch.Cooler,"451","Boolean","","","","Cooler switch for Seat heater"
Signal.Cabin.Seat.Row2.Pos4.Switch.Recline,"","branch","","","","Recline switches"
Signal.Cabin.Seat.Row2.Pos4.Switch.Recline.Forward,"461","Boolean","","","","Seatback recline forward switch engaged"
Signal.Cabin.Seat.Row2.Pos4.Switch.Recline.Backward,"460","Boolean","","","","Seatback recline backward switch engaged"
Signal.Cabin.Seat.Row2.Pos4.Switch.Up,"454","Boolean","","","","Seat up switch engaged"
Signal.Cabin.Seat.Row2.Pos4.Switch.Lumbar,"","branch","","","","Lumbar switches"
Signal.Cabin.Seat.Row2.Pos4.Switch.Lumbar.Down,"467","Boolean","","","","Lumbar down switch engaged"
Signal.Cabin.Seat.Row2.Pos4.Switch.Lumbar.Inflate,"468","Boolean","","","","Lumbar inflation switch engaged"
Signal.Cabin.Seat.Row2.Pos4.Switch.Lumbar.Up,"466","Boolean","","","","Lumbar up switch engaged"
Signal.Cabin.Seat.Row2.Pos4.Switch.Lumbar.Deflate,"469","Boolean","","","","Lumbar deflation switch engaged"
Signal.Cabin.Seat.Row2.Pos4.Switch.Down,"455","Boolean","","","","Seat down switch engaged"
Signal.Cabin.Seat.Row2.Pos4.Switch.Warmer,"450","Boolean","","","","Warmer switch for Seat heater"
Signal.Cabin.Seat.Row2.Pos4.Switch.Cushion,"","branch","","","","Cushion switches"
Signal.Cabin.Seat.Row2.Pos4.Switch.Cushion.Down,"463","Boolean","","","","Seat cushion down switch engaged"
Signal.Cabin.Seat.Row2.Pos4.Switch.Cushion.Forward,"464","Boolean","","","","Seat cushion forward/lengthen switch engaged"
Signal.Cabin.Seat.Row2.Pos4.Switch.Cushion.Backward,"465","Boolean","","","","Seat cushion backward/shorten switch engaged"
Signal.Cabin.Seat.Row2.Pos4.Switch.Cushion.Up,"462","Boolean","","","","Seat cushion up switch engaged"
Signal.Cabin.Seat.Row2.Pos4.Switch.Forward,"452","Boolean","","","","Seat forward switch engaged"
Signal.Cabin.Seat.Row2.Pos4.Switch.Backward,"453","Boolean","","","","Seat forward switch engaged"
Signal.Cabin.Seat.Row2.Pos4.Switch.Massage,"","branch","","","","Massage switches"
Signal.Cabin.Seat.Row2.Pos4.Switch.Massage.Increase,"458","Boolean","","","","Increase massage level switch engaged"
Signal.Cabin.Seat.Row2.Pos4.Switch.Massage.Decrease,"459","Boolean","","","","Decrease massage level switch engaged"
Signal.Cabin.Seat.Row2.Pos4.Switch.SideBolster,"","branch","","","","Side bolster switches"
Signal.Cabin.Seat.Row2.Pos4.Switch.SideBolster.Inflate,"470","Boolean","","","","Lumbar inflation switch engaged"
Signal.Cabin.Seat.Row2.Pos4.Switch.SideBolster.Deflate,"471","Boolean","","","","Lumbar deflation switch engaged"
Signal.Cabin.Seat.Row2.Pos4.Cushion,"","branch","","","","Cushion signals."
Signal.Cabin.Seat.Row2.Pos4.Cushion.Length,"445","UInt16","mm","0","500","Forward length of cushion (leg support). 0 = Rearmost. 500 = Forwardmost."
Signal.Cabin.Seat.Row2.Pos4.Cushion.Height,"444","UInt16","mm","0","500","Height of the seat front. 0 = Lowermost. 500 = Uppermost."
Signal.Cabin.Seat.Row2.Pos4.IsBelted,"439","Boolean","","","","Is the belt engaged."
Signal.Cabin.Seat.Row2.Pos4.Position,"443","UInt16","mm","0","1000","Seat horizontal position. 0 = Frontmost. 1000 = Rearmost"
Signal.Cabin.Seat.Row2.Pos4.SideBolster,"","branch","","","","Side bolster settings"
Signal.Cabin.Seat.Row2.Pos4.SideBolster.Inflation,"448","UInt8","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated."
Signal.Cabin.Seat.Row2.Pos4.Massage,"441","UInt8","","0","10","Seat massage level. 0 = off. 10 = max massage."
Signal.Cabin.Seat.Row2.Pos5,"","branch","","","","Fifth seat from left, second row"
Signal.Cabin.Seat.Row2.Pos5.HeadRestraint,"","branch","","","","Head restratint settings"
Signal.Cabin.Seat.Row2.Pos5.HeadRestraint.Height,"483","UInt8","mm","0","255","Height of heead restraing. 0 = Bottommost. 255 = Topmost."
Signal.Cabin.Seat.Row2.Pos5.Recline,"476","Int8","degree","-90","90","Recline level. -90 = Max forward recline. 90 max backward recline"
Signal.Cabin.Seat.Row2.Pos5.HasPassenger,"472","Boolean","","","","Does the seat have a passenger in it."
Signal.Cabin.Seat.Row2.Pos5.Heating,"474","Int8","","-10","10","Seat cooling / heating. 0 = off. -10 = max cold. +10 = max heat"
Signal.Cabin.Seat.Row2.Pos5.Lumbar,"","branch","","","","Lumbar signals"
Signal.Cabin.Seat.Row2.Pos5.Lumbar.Inflation,"480","UInt8","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated."
Signal.Cabin.Seat.Row2.Pos5.Lumbar.Height,"481","UInt8","","0","255","Lumbar support position. 0 = Lowermost. 255 = Uppermost."
Signal.Cabin.Seat.Row2.Pos5.Switch,"","branch","","","","Seat switch signals"
Signal.Cabin.Seat.Row2.Pos5.Switch.HeadRestraint,"","branch","","","","Head restratint switches"
Signal.Cabin.Seat.Row2.Pos5.Switch.HeadRestraint.Down,"491","Boolean","","","","Head restraint down switch engaged"
Signal.Cabin.Seat.Row2.Pos5.Switch.HeadRestraint.Up,"490","Boolean","","","","Head restraint up switch engaged"
Signal.Cabin.Seat.Row2.Pos5.Switch.Cooler,"485","Boolean","","","","Cooler switch for Seat heater"
Signal.Cabin.Seat.Row2.Pos5.Switch.Recline,"","branch","","","","Recline switches"
Signal.Cabin.Seat.Row2.Pos5.Switch.Recline.Forward,"495","Boolean","","","","Seatback recline forward switch engaged"
Signal.Cabin.Seat.Row2.Pos5.Switch.Recline.Backward,"494","Boolean","","","","Seatback recline backward switch engaged"
Signal.Cabin.Seat.Row2.Pos5.Switch.Up,"488","Boolean","","","","Seat up switch engaged"
Signal.Cabin.Seat.Row2.Pos5.Switch.Lumbar,"","branch","","","","Lumbar switches"
