Signal.OBD.O2Sensors.Bank2.Sensor4.Present,"1018","Boolean","","","","Sensor present - True = sensor present, False = sensor not present",""
Signal.OBD.O2Sensors.Bank1,"","branch","","","","Oxygen sensors on bank 1, at most 4 sensors per bank",""
Signal.OBD.O2Sensors.Bank1.Sensor1,"","branch","","","","Oxygen sensor",""
Signal.OBD.O2Sensors.Bank1.Sensor1.Voltage,"1005","Float","V","","","PID 14 - Sensor voltage",""
Signal.OBD.O2Sensors.Bank1.Sensor1.Present,"1004","Boolean","","","","Sensor present - True = sensor present, False = sensor not present",""
Signal.OBD.O2Sensors.Bank1.Sensor3,"","branch","","","","Oxygen sensor",""
Signal.OBD.O2Sensors.Bank1.Sensor3.Voltage,"1009","Float","V","","","PID 16 - Sensor voltage",""
Signal.OBD.O2Sensors.Bank1.Sensor3.Present,"1008","Boolean","","","","Sensor present - True = sensor present, False = sensor not present",""
Signal.OBD.O2Sensors.Bank1.Sensor2,"","branch","","","","Oxygen sensor",""
Signal.OBD.O2Sensors.Bank1.Sensor2.Voltage,"1007","Float","V","","","PID 15 - Sensor voltage",""
Signal.OBD.O2Sensors.Bank1.Sensor2.Present,"1006","Boolean","","","","Sensor present - True = sensor present, False = sensor not present",""
Signal.OBD.O2Sensors.Bank1.Sensor4,"","branch","","","","Oxygen sensor",""
Signal.OBD.O2Sensors.Bank1.Sensor4.Voltage,"1011","Float","V","","","PID 17 - Sensor voltage",""
Signal.OBD.O2Sensors.Bank1.Sensor4.Present,"1010","Boolean","","","","Sensor present - True = sensor present, False = sensor not present",""
Signal.OBD.ShortTermO2Trim2,"1086","UInt8","percent","","","PID 57 - Short term secondary O2 trim - Bank 2",""
Signal.OBD.PidsC,"1063","UInt32","","","","PID 40 - Bitarry of the supported pids 41 to 60",""
Signal.OBD.HybridBatteryRemaining,"1090","UInt8","percent","","","PID 5B - Remaining life of hybrid battery",""
Signal.OBD.RelativeAcceleratorPosition,"1089","UInt8","percent","","","PID 5A - Relative accelerator pedal position",""
Signal.OBD.FreezeDTC,"987","String","","","","PID 02 - DTC that triggered the freeze frame",""
Signal.OBD.FuelType,"1080","String","","","","PID 51 - Fuel type",""
Signal.OBD.EngineLoad,"989","UInt8","percentage","","","PID 04 - Engine load in percent - 0 = no load, 100 = full load",""
Signal.OBD.BarometricPressure,"1058","Float","kpa","","","PID 33 - Barometric pressure",""
Signal.OBD.FuelRailPressureVac,"1033","Float","kpa","","","PID 22 - Fuel rail pressure relative to vacuum",""
Signal.OBD.MAF,"1001","Int16","g/s","","","PID 10 - Grams of air drawn into engine per second",""
Signal.OBD.EVAPVaporPressureAlternate,"1083","Float","pa","","","PID 54 - Alternate evaporative purge (EVAP) system pressure",""
Signal.OBD.RunTime,"1030","UInt32","s","","","PID 1F - Engine run time",""
Signal.OBD.Speed,"998","Float","km/h","","","PID 0D - Vehicle speed",""
Signal.OBD.ThrottlePosition,"1002","UInt8","percentage","","","PID 11 - Throttle position - 0 = closed throttle, 100 = open throttle",""
Signal.ADAS,"","branch","","","","All Advanced Driver Assist Systems signals",""
Signal.ADAS.ObstacleSensor,"","branch","","","","Signals form Obstacle Sensor System",""
Signal.ADAS.ObstacleSensor.DistanceToObject,"","branch","","","","Distance signals form Obstacle Sensor System",""
Signal.ADAS.ObstacleSensor.DistanceToObject.RearLeft,"939","UInt16","mm","","","Rear left distance to object in millimeters",""
Signal.ADAS.ObstacleSensor.DistanceToObject.FrontLeft,"937","UInt16","mm","","","Front left distance to object in millimeters",""
Signal.ADAS.ObstacleSensor.DistanceToObject.FrontRight,"938","UInt16","mm","","","Front right distance to object in millimeters",""
Signal.ADAS.ObstacleSensor.DistanceToObject.RearRight,"940","UInt16","mm","","","Rear right distance to object in millimeters",""
Signal.ADAS.ObstacleSensor.IsActive,"935","Boolean","","","","Indicates if obstacle sensor system is enabled. Tue = Enabled. False = Disabled.",""
Signal.ADAS.ObstacleSensor.Error,"936","Boolean","","","","Indicates if obstacle sensor system incurred an error condition. True = Error. False = No Error.",""
Signal.ADAS.TCS,"","branch","","","","Traction Control System signals",""
Signal.ADAS.TCS.IsEngaged,"946","Boolean","","","","Indicates if TCS is currently regulating traction. True = Engaged. False = Not Engaged.",""
Signal.ADAS.TCS.IsActive,"944","Boolean","","","","Indicates if TCS is enabled. Tue = Enabled. False = Disabled.",""
Signal.ADAS.TCS.Error,"945","Boolean","","","","Indicates if TCS incurred an error condition. True = Error. False = No Error.",""
Signal.ADAS.CruiseControl,"","branch","","","","Signals from Cruise Control system",""
Signal.ADAS.CruiseControl.SpeedSet,"930","Int32","mps","","","Set cruise control speed in meters per hour",""
Signal.ADAS.CruiseControl.IsActive,"929","Boolean","","","","Indicates if cruise control system is enabled. True = Enabled. False = Disabled.",""
Signal.ADAS.CruiseControl.Error,"931","Boolean","","","","Indicates if cruise control system incurred and error condition. True = Error. False = NoError.",""
Signal.ADAS.ABS,"","branch","","","","Antilock Braking System signals",""
Signal.ADAS.ABS.IsEngaged,"943","Boolean","","","","Indicates if ABS is currently regulating brake pressure. True = Engaged. False = Not Engaged.",""
Signal.ADAS.ABS.IsActive,"941","Boolean","","","","Indicates if ABS is enabled. Tue = Enabled. False = Disabled.",""
Signal.ADAS.ABS.Error,"942","Boolean","","","","Indicates if ABS incurred an error condition. True = Error. False = No Error.",""
Signal.ADAS.ESC,"","branch","","","","Electronic Stability Control System signals",""
Signal.ADAS.ESC.IsEngaged,"949","Boolean","","","","Indicates if ESC is currently regulating vehicle stability. True = Engaged. False = Not Engaged.",""
Signal.ADAS.ESC.IsActive,"947","Boolean","","","","Indicates if ECS is enabled. Tue = Enabled. False = Disabled.",""
Signal.ADAS.ESC.Error,"948","Boolean","","","","Indicates if ESC incurred an error condition. True = Error. False = No Error.",""
Signal.ADAS.LaneDepartureDetection,"","branch","","","","Signals from Land Departure Detection System",""
Signal.ADAS.LaneDepartureDetection.Warning,"933","Boolean","","","","Indicates if lane departure detection registered a lane departure",""
Signal.ADAS.LaneDepartureDetection.IsActive,"932","Boolean","","","","Indicates if lane departure detection system is enabled. True = Enabled. False = Disabled.",""
Signal.ADAS.LaneDepartureDetection.Error,"934","Boolean","","","","Indicates if lane departure system incurred an error condition. True = Error. False = No Error.",""
Signal.Chassis,"","branch","","","","All signals concerning steering, suspension, wheels, and brakes.",""
Signal.Chassis.Accelerator,"","branch","","","","Accelerator signals",""
Signal.Chassis.Accelerator.PedalPosition,"982","UInt8","percentage","","","Accelerator pedal position as percentage. 0 = Not depressed. 100 = Fully depressed.",""
Signal.Chassis.Brake,"","branch","","","","Brake system signals",""
Signal.Chassis.Brake.PedalPosition,"983","UInt8","percentage","","","Brake pedal position as percentage. 0 = Not depressed. 100 = Fully depressed.",""
Signal.Chassis.ParkingBrake,"","branch","","","","Parking brake signals",""
Signal.Chassis.ParkingBrake.IsEngaged,"978","Boolean","","","","Parking brake status. True = Parking Brake is Engaged. False = Parking Brake is not Engaged.",""
Signal.Chassis.Axle,"","branch","","","","Axle signals",""
Signal.Chassis.Axle.Row1,"","branch","","","","Axle signals for first row",""
Signal.Chassis.Axle.Row1.Wheel,"","branch","","","","Brake signals for first row",""
Signal.Chassis.Axle.Row1.Wheel.Right,"","branch","","","","Row1 wheel right.",""
Signal.Chassis.Axle.Row1.Wheel.Right.Brake,"","branch","","","","Brake signals for wheel",""
Signal.Chassis.Axle.Row1.Wheel.Right.Brake.FluidLevel,"957","UInt8","percentage","","","Brake fluid level as percentage. 0 = Empty. 100 = Full.",""
Signal.Chassis.Axle.Row1.Wheel.Right.Brake.FluidLevelLow,"958","Boolean","","","","Brake fluid level status. True = Brake fluid level low. False = Brake fluid level OK.",""
Signal.Chassis.Axle.Row1.Wheel.Right.Brake.BrakesWorn,"960","Boolean","","","","Brake pad wear status. True = Worn. False = Not Worn.",""
Signal.Chassis.Axle.Row1.Wheel.Right.Brake.PadWear,"959","UInt8","","","","Brake pad wear as percentage. 0 = No Wear. 100 = Worn.",""
Signal.Chassis.Axle.Row1.Wheel.Right.Tire,"","branch","","","","Tire signals for wheel",""
Signal.Chassis.Axle.Row1.Wheel.Right.Tire.Pressure,"961","UInt8","kpa","","","Tire pressure in kilo-Pascal",""
Signal.Chassis.Axle.Row1.Wheel.Right.Tire.PressureLow,"962","Boolean","","","","Tire Pressure Status. True = Low tire pressure. False = Good tire pressure.",""
Signal.Chassis.Axle.Row1.Wheel.Right.Tire.Temperature,"963","Float","celsius","","","Tire temperature in Celsius.",""
Signal.Chassis.Axle.Row1.Wheel.Left,"","branch","","","","Row1 wheel left.",""
Signal.Chassis.Axle.Row1.Wheel.Left.Brake,"","branch","","","","Brake signals for wheel",""
Signal.Chassis.Axle.Row1.Wheel.Left.Brake.FluidLevel,"950","UInt8","percentage","","","Brake fluid level as percentage. 0 = Empty. 100 = Full.",""
Signal.Chassis.Axle.Row1.Wheel.Left.Brake.FluidLevelLow,"951","Boolean","","","","Brake fluid level status. True = Brake fluid level low. False = Brake fluid level OK.",""
Signal.Chassis.Axle.Row1.Wheel.Left.Brake.BrakesWorn,"953","Boolean","","","","Brake pad wear status. True = Worn. False = Not Worn.",""
Signal.Chassis.Axle.Row1.Wheel.Left.Brake.PadWear,"952","UInt8","","","","Brake pad wear as percentage. 0 = No Wear. 100 = Worn.",""
Signal.Chassis.Axle.Row1.Wheel.Left.Tire,"","branch","","","","Tire signals for wheel",""
Signal.Chassis.Axle.Row1.Wheel.Left.Tire.Pressure,"954","UInt8","kpa","","","Tire pressure in kilo-Pascal",""
Signal.Chassis.Axle.Row1.Wheel.Left.Tire.PressureLow,"955","Boolean","","","","Tire Pressure Status. True = Low tire pressure. False = Good tire pressure.",""
Signal.Chassis.Axle.Row1.Wheel.Left.Tire.Temperature,"956","Float","celsius","","","Tire temperature in Celsius.",""
Signal.Chassis.Axle.Row2,"","branch","","","","Axle signals for second row",""
Signal.Chassis.Axle.Row2.Wheel,"","branch","","","","Wheel signals for second row",""
Signal.Chassis.Axle.Row2.Wheel.Right,"","branch","","","","Row2 wheel right.",""
Signal.Chassis.Axle.Row2.Wheel.Right.Brake,"","branch","","","","Brake signals for wheel",""
Signal.Chassis.Axle.Row2.Wheel.Right.Brake.FluidLevel,"971","UInt8","percentage","","","Brake fluid level as percentage. 0 = Empty. 100 = Full.",""
Signal.Chassis.Axle.Row2.Wheel.Right.Brake.FluidLevelLow,"972","Boolean","","","","Brake fluid level status. True = Brake fluid level low. False = Brake fluid level OK.",""
Signal.Chassis.Axle.Row2.Wheel.Right.Brake.BrakesWorn,"974","Boolean","","","","Brake pad wear status. True = Worn. False = Not Worn.",""
Signal.Chassis.Axle.Row2.Wheel.Right.Brake.PadWear,"973","UInt8","","","","Brake pad wear as percentage. 0 = No Wear. 100 = Worn.",""
Signal.Chassis.Axle.Row2.Wheel.Right.Tire,"","branch","","","","Tire signals for wheel",""
Signal.Chassis.Axle.Row2.Wheel.Right.Tire.Pressure,"975","UInt8","kpa","","","Tire pressure in kilo-Pascal",""
Signal.Chassis.Axle.Row2.Wheel.Right.Tire.PressureLow,"976","Boolean","","","","Tire Pressure Status. True = Low tire pressure. False = Good tire pressure.",""
Signal.Chassis.Axle.Row2.Wheel.Right.Tire.Temperature,"977","Float","celsius","","","Tire temperature in Celsius.",""
Signal.Chassis.Axle.Row2.Wheel.Left,"","branch","","","","Row2 wheel left.",""
Signal.Chassis.Axle.Row2.Wheel.Left.Brake,"","branch","","","","Brake signals for wheel",""
Signal.Chassis.Axle.Row2.Wheel.Left.Brake.FluidLevel,"964","UInt8","percentage","","","Brake fluid level as percentage. 0 = Empty. 100 = Full.",""
Signal.Chassis.Axle.Row2.Wheel.Left.Brake.FluidLevelLow,"965","Boolean","","","","Brake fluid level status. True = Brake fluid level low. False = Brake fluid level OK.",""
Signal.Chassis.Axle.Row2.Wheel.Left.Brake.BrakesWorn,"967","Boolean","","","","Brake pad wear status. True = Worn. False = Not Worn.",""
Signal.Chassis.Axle.Row2.Wheel.Left.Brake.PadWear,"966","UInt8","","","","Brake pad wear as percentage. 0 = No Wear. 100 = Worn.",""
Signal.Chassis.Axle.Row2.Wheel.Left.Tire,"","branch","","","","Tire signals for wheel",""
Signal.Chassis.Axle.Row2.Wheel.Left.Tire.Pressure,"968","UInt8","kpa","","","Tire pressure in kilo-Pascal",""
Signal.Chassis.Axle.Row2.Wheel.Left.Tire.PressureLow,"969","Boolean","","","","Tire Pressure Status. True = Low tire pressure. False = Good tire pressure.",""
Signal.Chassis.Axle.Row2.Wheel.Left.Tire.Temperature,"970","Float","celsius","","","Tire temperature in Celsius.",""
Signal.Chassis.SteeringWheel,"","branch","","","","Steering wheel signals",""
Signal.Chassis.SteeringWheel.Tilt,"980","UInt8","percentage","","","Steering wheel column tilt. 0 = Lowest position. 100 = Highest position.",""
Signal.Chassis.SteeringWheel.Angle,"979","Int16","degree","","","Steering wheel angle. Positive = degrees to the left. Negative = degrees to the right.",""
Signal.Chassis.SteeringWheel.Extension,"981","UInt8","percentage","","","Steering wheel column extension from dashboard. 0 = Closest to dashboard. 100 = Furthest from dashboard.",""
Signal.Vehicle,"","branch","","","","Highlevel vehicle data.",""
Signal.Vehicle.Acceleration,"","branch","","","","Spacial acceleration",""
Signal.Vehicle.Acceleration.Y,"49","Int32","cm/s2","","","Vehicle acceleration in Y (lateral acceleration).",""
Signal.Vehicle.Acceleration.X,"48","Int32","cm/s2","","","Vehicle acceleration in X (longitudinal acceleration).",""
Signal.Vehicle.Acceleration.Yaw,"53","Int16","degrees/s","","","Vehicle rotation rate along Z (vertical).",""
Signal.Vehicle.Acceleration.Z,"50","Int32","cm/s2","","","Vehicle acceleration in Z (vertical acceleration).",""
Signal.Vehicle.Acceleration.Pitch,"52","Int16","degrees/s","","","Vehicle rotation rate along Y (lateral).",""
Signal.Vehicle.IdleTime,"47","UInt32","s","","","Accumulated idle time in seconds.",""
Signal.Vehicle.DriveTime,"46","UInt32","s","","","Accumulated drive time in seconds.",""
Signal.Vehicle.Gyro,"","branch","","","","Spacial rotation",""
Signal.Vehicle.Gyro.Roll,"51","Int16","degrees/s","","","Vehicle rotation rate along X (longitudinal).",""
Signal.Vehicle.IgnitionOffTime,"45","UInt32","s","","","Accumulated ignition off time in seconds.",""
Signal.Vehicle.IgnitionOnTime,"44","UInt32","s","","","Accumulated ignition on time in seconds.",""
Signal.Cabin,"","branch","","","","All in-cabin components, including doors.",""
Signal.Cabin.Door,"","branch","","","","All doors, including windows and switches",""
Signal.Cabin.Door.Row1,"","branch","","","","Front doors",""
Signal.Cabin.Door.Row1.Right,"","branch","","","","Right front door",""
Signal.Cabin.Door.Row1.Right.IsChildLockActive,"184","Boolean","","","","Is door child lock engaged. True = Engaged. False = Disengaged.",""
Signal.Cabin.Door.Row1.Right.IsLocked,"181","Boolean","","","","Is door locked or unlocked. True = Locked. False = Unlocked.",""
Signal.Cabin.Door.Row1.Right.Shade,"","branch","","","","Side window shade",""
Signal.Cabin.Door.Row1.Right.Shade.Position,"186","UInt8","","0","100","Position of side window blind. 0 = Fully retracted. 100 = Fully deployed.",""
Signal.Cabin.Door.Row1.Right.Shade.Switch,"185","String","","","","Switch controlling sliding action such as window, sunroof, or blind.","Inactive / Close / Open / OneShotClose / OneShotOpen"
Signal.Cabin.Door.Row1.Right.Window,"","branch","","","","Door window status",""
Signal.Cabin.Door.Row1.Right.Window.Position,"182","UInt8","","0","100","Window position. 0 = Fully closed 100 = Fully opened.",""
Signal.Cabin.Door.Row1.Right.Window.Switch,"183","String","","","","Switch controlling sliding action such as window, sunroof, or blind.","Inactive / Close / Open / OneShotClose / OneShotOpen"
Signal.Cabin.Door.Row1.Right.IsOpen,"180","Boolean","","","","Is door open or closed",""
Signal.Cabin.Door.Row1.Left,"","branch","","","","Left front door",""
Signal.Cabin.Door.Row1.Left.IsChildLockActive,"177","Boolean","","","","Is door child lock engaged. True = Engaged. False = Disengaged.",""
Signal.Cabin.Door.Row1.Left.IsLocked,"174","Boolean","","","","Is door locked or unlocked. True = Locked. False = Unlocked.",""
Signal.Cabin.Door.Row1.Left.Shade,"","branch","","","","Side window shade",""
Signal.Cabin.Door.Row1.Left.Shade.Position,"179","UInt8","","0","100","Position of side window blind. 0 = Fully retracted. 100 = Fully deployed.",""
Signal.Cabin.Door.Row1.Left.Shade.Switch,"178","String","","","","Switch controlling sliding action such as window, sunroof, or blind.","Inactive / Close / Open / OneShotClose / OneShotOpen"
Signal.Cabin.Door.Row1.Left.Window,"","branch","","","","Door window status",""
Signal.Cabin.Door.Row1.Left.Window.Position,"175","UInt8","","0","100","Window position. 0 = Fully closed 100 = Fully opened.",""
Signal.Cabin.Door.Row1.Left.Window.Switch,"176","String","","","","Switch controlling sliding action such as window, sunroof, or blind.","Inactive / Close / Open / OneShotClose / OneShotOpen"
Signal.Cabin.Door.Row1.Left.IsOpen,"173","Boolean","","","","Is door open or closed",""
Signal.Cabin.Door.Row2,"","branch","","","","Second row doors",""
Signal.Cabin.Door.Row2.Right,"","branch","","","","Right second row door",""
Signal.Cabin.Door.Row2.Right.IsChildLockActive,"198","Boolean","","","","Is door child lock engaged. True = Engaged. False = Disengaged.",""
Signal.Cabin.Door.Row2.Right.IsLocked,"195","Boolean","","","","Is door locked or unlocked. True = Locked. False = Unlocked.",""
Signal.Cabin.Door.Row2.Right.Shade,"","branch","","","","Side window shade",""
Signal.Cabin.Door.Row2.Right.Shade.Position,"200","UInt8","","0","100","Position of side window blind. 0 = Fully retracted. 100 = Fully deployed.",""
Signal.Cabin.Door.Row2.Right.Shade.Switch,"199","String","","","","Switch controlling sliding action such as window, sunroof, or blind.","Inactive / Close / Open / OneShotClose / OneShotOpen"
Signal.Cabin.Door.Row2.Right.Window,"","branch","","","","Door window status",""
Signal.Cabin.Door.Row2.Right.Window.Position,"196","UInt8","","0","100","Window position. 0 = Fully closed 100 = Fully opened.",""
Signal.Cabin.Door.Row2.Right.Window.Switch,"197","String","","","","Switch controlling sliding action such as window, sunroof, or blind.","Inactive / Close / Open / OneShotClose / OneShotOpen"
Signal.Cabin.Door.Row2.Right.IsOpen,"194","Boolean","","","","Is door open or closed",""
Signal.Cabin.Door.Row2.Left,"","branch","","","","Left second row door",""
Signal.Cabin.Door.Row2.Left.IsChildLockActive,"191","Boolean","","","","Is door child lock engaged. True = Engaged. False = Disengaged.",""
Signal.Cabin.Door.Row2.Left.IsLocked,"188","Boolean","","","","Is door locked or unlocked. True = Locked. False = Unlocked.",""
Signal.Cabin.Door.Row2.Left.Shade,"","branch","","","","Side window shade",""
Signal.Cabin.Door.Row2.Left.Shade.Position,"193","UInt8","","0","100","Position of side window blind. 0 = Fully retracted. 100 = Fully deployed.",""
Signal.Cabin.Door.Row2.Left.Shade.Switch,"192","String","","","","Switch controlling sliding action such as window, sunroof, or blind.","Inactive / Close / Open / OneShotClose / OneShotOpen"
Signal.Cabin.Door.Row2.Left.Window,"","branch","","","","Door window status",""
Signal.Cabin.Door.Row2.Left.Window.Position,"189","UInt8","","0","100","Window position. 0 = Fully closed 100 = Fully opened.",""
Signal.Cabin.Door.Row2.Left.Window.Switch,"190","String","","","","Switch controlling sliding action such as window, sunroof, or blind.","Inactive / Close / Open / OneShotClose / OneShotOpen"
Signal.Cabin.Door.Row2.Left.IsOpen,"187","Boolean","","","","Is door open or closed",""
Signal.Cabin.Door.Row3,"","branch","","","","Third row doors",""
Signal.Cabin.Door.Row3.Right,"","branch","","","","Right third row door",""
Signal.Cabin.Door.Row3.Right.IsChildLockActive,"212","Boolean","","","","Is door child lock engaged. True = Engaged. False = Disengaged.",""
Signal.Cabin.Door.Row3.Right.IsLocked,"209","Boolean","","","","Is door locked or unlocked. True = Locked. False = Unlocked.",""
Signal.Cabin.Door.Row3.Right.Shade,"","branch","","","","Side window shade",""
Signal.Cabin.Door.Row3.Right.Shade.Position,"214","UInt8","","0","100","Position of side window blind. 0 = Fully retracted. 100 = Fully deployed.",""
Signal.Cabin.Door.Row3.Right.Shade.Switch,"213","String","","","","Switch controlling sliding action such as window, sunroof, or blind.","Inactive / Close / Open / OneShotClose / OneShotOpen"
Signal.Cabin.Door.Row3.Right.Window,"","branch","","","","Door window status",""
Signal.Cabin.Door.Row3.Right.Window.Position,"210","UInt8","","0","100","Window position. 0 = Fully closed 100 = Fully opened.",""
Signal.Cabin.Door.Row3.Right.Window.Switch,"211","String","","","","Switch controlling sliding action such as window, sunroof, or blind.","Inactive / Close / Open / OneShotClose / OneShotOpen"
Signal.Cabin.Door.Row3.Right.IsOpen,"208","Boolean","","","","Is door open or closed",""
Signal.Cabin.Door.Row3.Left,"","branch","","","","Left third row door",""
Signal.Cabin.Door.Row3.Left.IsChildLockActive,"205","Boolean","","","","Is door child lock engaged. True = Engaged. False = Disengaged.",""
Signal.Cabin.Door.Row3.Left.IsLocked,"202","Boolean","","","","Is door locked or unlocked. True = Locked. False = Unlocked.",""
Signal.Cabin.Door.Row3.Left.Shade,"","branch","","","","Side window shade",""
Signal.Cabin.Door.Row3.Left.Shade.Position,"207","UInt8","","0","100","Position of side window blind. 0 = Fully retracted. 100 = Fully deployed.",""
Signal.Cabin.Door.Row3.Left.Shade.Switch,"206","String","","","","Switch controlling sliding action such as window, sunroof, or blind.","Inactive / Close / Open / OneShotClose / OneShotOpen"
Signal.Cabin.Door.Row3.Left.Window,"","branch","","","","Door window status",""
Signal.Cabin.Door.Row3.Left.Window.Position,"203","UInt8","","0","100","Window position. 0 = Fully closed 100 = Fully opened.",""
Signal.Cabin.Door.Row3.Left.Window.Switch,"204","String","","","","Switch controlling sliding action such as window, sunroof, or blind.","Inactive / Close / Open / OneShotClose / OneShotOpen"
Signal.Cabin.Door.Row3.Left.IsOpen,"201","Boolean","","","","Is door open or closed",""
Signal.Cabin.Door.Row4,"","branch","","","","Fourth row doors",""
Signal.Cabin.Door.Row4.Right,"","branch","","","","Right fourth row door",""
Signal.Cabin.Door.Row4.Right.IsChildLockActive,"226","Boolean","","","","Is door child lock engaged. True = Engaged. False = Disengaged.",""
Signal.Cabin.Door.Row4.Right.IsLocked,"223","Boolean","","","","Is door locked or unlocked. True = Locked. False = Unlocked.",""
Signal.Cabin.Door.Row4.Right.Shade,"","branch","","","","Side window shade",""
Signal.Cabin.Door.Row4.Right.Shade.Position,"228","UInt8","","0","100","Position of side window blind. 0 = Fully retracted. 100 = Fully deployed.",""
Signal.Cabin.Door.Row4.Right.Shade.Switch,"227","String","","","","Switch controlling sliding action such as window, sunroof, or blind.","Inactive / Close / Open / OneShotClose / OneShotOpen"
Signal.Cabin.Door.Row4.Right.Window,"","branch","","","","Door window status",""
Signal.Cabin.Door.Row4.Right.Window.Position,"224","UInt8","","0","100","Window position. 0 = Fully closed 100 = Fully opened.",""
Signal.Cabin.Door.Row4.Right.Window.Switch,"225","String","","","","Switch controlling sliding action such as window, sunroof, or blind.","Inactive / Close / Open / OneShotClose / OneShotOpen"
Signal.Cabin.Door.Row4.Right.IsOpen,"222","Boolean","","","","Is door open or closed",""
Signal.Cabin.Door.Row4.Left,"","branch","","","","Left fourth row door",""
Signal.Cabin.Door.Row4.Left.IsChildLockActive,"219","Boolean","","","","Is door child lock engaged. True = Engaged. False = Disengaged.",""
Signal.Cabin.Door.Row4.Left.IsLocked,"216","Boolean","","","","Is door locked or unlocked. True = Locked. False = Unlocked.",""
Signal.Cabin.Door.Row4.Left.Shade,"","branch","","","","Side window shade",""
Signal.Cabin.Door.Row4.Left.Shade.Position,"221","UInt8","","0","100","Position of side window blind. 0 = Fully retracted. 100 = Fully deployed.",""
Signal.Cabin.Door.Row4.Left.Shade.Switch,"220","String","","","","Switch controlling sliding action such as window, sunroof, or blind.","Inactive / Close / Open / OneShotClose / OneShotOpen"
Signal.Cabin.Door.Row4.Left.Window,"","branch","","","","Door window status",""
Signal.Cabin.Door.Row4.Left.Window.Position,"217","UInt8","","0","100","Window position. 0 = Fully closed 100 = Fully opened.",""
Signal.Cabin.Door.Row4.Left.Window.Switch,"218","String","","","","Switch controlling sliding action such as window, sunroof, or blind.","Inactive / Close / Open / OneShotClose / OneShotOpen"
Signal.Cabin.Door.Row4.Left.IsOpen,"215","Boolean","","","","Is door open or closed",""
Signal.Cabin.HVAC,"","branch","","","","Climate control",""
Signal.Cabin.HVAC.Row1,"","branch","","","","Frontmost row HVAC.",""
Signal.Cabin.HVAC.Row1.FanSpeed,"112","UInt8","","0","20","Fan Speed, 0 = off. 20 = max",""
Signal.Cabin.HVAC.Row1.RightTemperature,"114","Int8","celsius","-50","50","Right side Temperature",""
Signal.Cabin.HVAC.Row1.LeftTemperature,"113","Int8","celsius","-50","50","Left side Temperature",""
Signal.Cabin.HVAC.Row1.Recirculation,"111","Boolean","","","","Recirculation active.",""
Signal.Cabin.HVAC.Row1.AirDistribution,"115","String","","","","Direction of airstream","up / middle / down"
Signal.Cabin.HVAC.Row2,"","branch","","","","Second row HVAC.",""
Signal.Cabin.HVAC.Row2.FanSpeed,"117","UInt8","","0","20","Fan Speed, 0 = off. 20 = max",""
Signal.Cabin.HVAC.Row2.RightTemperature,"119","Int8","celsius","-50","50","Right side Temperature",""
Signal.Cabin.HVAC.Row2.LeftTemperature,"118","Int8","celsius","-50","50","Left side Temperature",""
Signal.Cabin.HVAC.Row2.Recirculation,"116","Boolean","","","","Recirculation active.",""
Signal.Cabin.HVAC.Row2.AirDistribution,"120","String","","","","Direction of airstream","up / middle / down"
Signal.Cabin.HVAC.Row3,"","branch","","","","Third row HVAC.",""
Signal.Cabin.HVAC.Row3.FanSpeed,"122","UInt8","","0","20","Fan Speed, 0 = off. 20 = max",""
Signal.Cabin.HVAC.Row3.RightTemperature,"124","Int8","celsius","-50","50","Right side Temperature",""
Signal.Cabin.HVAC.Row3.LeftTemperature,"123","Int8","celsius","-50","50","Left side Temperature",""
Signal.Cabin.HVAC.Row3.Recirculation,"121","Boolean","","","","Recirculation active.",""
Signal.Cabin.HVAC.Row3.AirDistribution,"125","String","","","","Direction of airstream","up / middle / down"
Signal.Cabin.HVAC.Row4,"","branch","","","","Fourth row HVAC.",""
Signal.Cabin.HVAC.Row4.FanSpeed,"127","UInt8","","0","20","Fan Speed, 0 = off. 20 = max",""
Signal.Cabin.HVAC.Row4.RightTemperature,"129","Int8","celsius","-50","50","Right side Temperature",""
Signal.Cabin.HVAC.Row4.LeftTemperature,"128","Int8","celsius","-50","50","Left side Temperature",""
Signal.Cabin.HVAC.Row4.Recirculation,"126","Boolean","","","","Recirculation active.",""
Signal.Cabin.HVAC.Row4.AirDistribution,"130","String","","","","Direction of airstream","up / middle / down"
Signal.Cabin.HVAC.IsRearDefrosterActive,"133","Boolean","","","","Is rear defroster active.",""
Signal.Cabin.HVAC.IsRecirculationActive,"131","Boolean","","","","Is recirculation active.",""
Signal.Cabin.HVAC.IsFrontDefrosterActive,"132","Boolean","","","","Is front defroster active.",""
Signal.Cabin.HVAC.IsAirConditioningActive,"134","Boolean","","","","Is Air conditioning active.",""
Signal.Cabin.Infotainment,"","branch","","","","Infotainment system",""
Signal.Cabin.Infotainment.Media,"","branch","","","","All Media actions",""
Signal.Cabin.Infotainment.Media.Action,"135","String","","","","Tells if the media was","unknown / Stop / Play / FastForward / FastBackward / SkipForward / SkipBackward"
Signal.Cabin.Infotainment.Media.SelectedURI,"142","String","","","","URI of suggested media that was selected",""
Signal.Cabin.Infotainment.Media.Volume,"143","UInt8","","0","100","Current Media Volume",""
Signal.Cabin.Infotainment.Media.DeclinedURI,"141","String","","","","URI of suggested media that was declined",""
Signal.Cabin.Infotainment.Media.Played,"","branch","","","","Collection of signals updated in concert when a new media is played",""
Signal.Cabin.Infotainment.Media.Played.Album,"138","String","","","","Name of album being played",""
